field_1,Grano,Año,Mes,Origen,Destino,Cantidad,EsFinal,Cantidades
"29603",Maiz,"2016","2",Salta,Zona 17,"0.002177",False,
"29604",Maiz,"2018","2",Salta,Zona 17,"0.00068",False,
"29605",Maiz,"2015","3",Salta,Zona 17,"7.006e-05",False,
"29606",Maiz,"2016","3",Salta,Zona 17,"2.8440000000000002e-05",False,
"29607",Maiz,"2016","4",Salta,Zona 17,"0.00021957",False,
"29608",Maiz,"2016","5",Salta,Zona 17,"0.000657",False,
"29609",Maiz,"2016","6",Salta,Zona 17,"0.0003874",False,
"29610",Maiz,"2019","6",Salta,Zona 17,"0.0036",False,
"29611",Maiz,"2016","7",Salta,Zona 17,"0.001246",False,
"29612",Maiz,"2018","7",Salta,Zona 17,"0.003",False,
"29613",Maiz,"2019","7",Salta,Zona 17,"0.00311",False,
"29614",Maiz,"2020","7",Salta,Zona 17,"0.006485",False,
"29615",Maiz,"2016","8",Salta,Zona 17,"0.000496",False,
"29616",Maiz,"2017","8",Salta,Zona 17,"0.00286",False,
"29617",Maiz,"2018","8",Salta,Zona 17,"0.00227839",False,
"29618",Maiz,"2019","8",Salta,Zona 17,"0.0005",False,
"29619",Maiz,"2020","8",Salta,Zona 17,"0.00242",False,
"29620",Maiz,"2016","9",Salta,Zona 17,"0.001",False,
"29621",Maiz,"2018","9",Salta,Zona 17,"0.000804",False,
"29622",Maiz,"2019","10",Salta,Zona 17,"0.0017032899999999999",False,
"29623",Maiz,"2020","10",Salta,Zona 17,"0.0003",False,
"29624",Maiz,"2017","11",Salta,Zona 17,"0.000452",False,
"29625",Maiz,"2015","12",Salta,Zona 17,"0.00432",False,
"29626",Maiz,"2017","12",Salta,Zona 17,"0.00037623",False,
"29627",Maiz,"2019","12",Salta,Zona 17,"0.00036",False,
"29628",Maiz,"2017","1",Salta,Zona 18,"0.00033",False,
"29629",Maiz,"2019","1",Salta,Zona 18,"0.0003027100000000001",False,
"29630",Maiz,"2016","2",Salta,Zona 18,"0.0013",False,
"29631",Maiz,"2016","3",Salta,Zona 18,"0.0003",False,
"29632",Maiz,"2016","5",Salta,Zona 18,"0.00103",False,
"29633",Maiz,"2015","8",Salta,Zona 18,"6.135e-05",False,
"29634",Maiz,"2016","8",Salta,Zona 18,"0.00859",False,
"29635",Maiz,"2017","8",Salta,Zona 18,"0.00350381",False,
"29636",Maiz,"2018","8",Salta,Zona 18,"0.0010726",False,
"29637",Maiz,"2019","8",Salta,Zona 18,"0.00144388",False,
"29638",Maiz,"2017","9",Salta,Zona 18,"0.00104476",False,
"29639",Maiz,"2018","9",Salta,Zona 18,"0.00187225",False,
"29640",Maiz,"2019","9",Salta,Zona 18,"0.00112121",False,
"29641",Maiz,"2016","10",Salta,Zona 18,"0.0008918199999999999",False,
"29642",Maiz,"2017","10",Salta,Zona 18,"0.00049622",False,
"29643",Maiz,"2018","10",Salta,Zona 18,"0.0019353900000000002",False,
"29644",Maiz,"2019","10",Salta,Zona 18,"0.00380996",False,
"29645",Maiz,"2016","11",Salta,Zona 18,"0.00111156",False,
"29646",Maiz,"2015","12",Salta,Zona 18,"6e-05",False,
"29647",Maiz,"2015","2",Salta,Resto del País,"0.00201",False,
"29648",Maiz,"2019","10",Salta,Zona 5,"0.00037499",False,
"29649",Maiz,"2017","4",Salta,Zona 6,"3e-05",False,
"29650",Maiz,"2019","7",Salta,Zona 6,"0.00076738",False,
"29651",Maiz,"2019","8",Salta,Zona 6,"0.0010251",False,
"29652",Maiz,"2019","9",Salta,Zona 6,"0.00318",False,
"29653",Maiz,"2019","10",Salta,Zona 6,"9.733e-05",False,
"29654",Maiz,"2015","12",Salta,Zona 6,"0.00015852000000000002",False,
"29655",Maiz,"2017","12",Salta,Zona 6,"3e-05",False,
"29656",Maiz,"2016","7",Salta,Zona 9,"0.000825",False,
"29657",Soja,"2015","12",Salta,Bs As,"1.2e-05",False,
"29658",Soja,"2018","8",Salta,Cordoba,"8.923999999999999e-05",False,
"29659",Soja,"2017","11",Salta,Quequen,"0.0026",False,
"29660",Soja,"2016","1",Salta,Rosario N,"1.64e-06",False,
"29661",Soja,"2017","1",Salta,Rosario N,"0.00026141",False,
"29662",Soja,"2018","1",Salta,Rosario N,"0.0011",False,
"29663",Soja,"2016","2",Salta,Rosario N,"0.0005616299999999999",False,
"29664",Soja,"2017","2",Salta,Rosario N,"0.0011684",False,
"29665",Soja,"2018","2",Salta,Rosario N,"0.0002",False,
"29666",Soja,"2019","2",Salta,Rosario N,"3.5e-06",False,
"29667",Soja,"2016","3",Salta,Rosario N,"0.00103",False,
"29668",Soja,"2017","3",Salta,Rosario N,"0.00124972",False,
"29669",Soja,"2018","3",Salta,Rosario N,"0.0006669800000000001",False,
"29670",Soja,"2015","4",Salta,Rosario N,"0.0001",False,
"29671",Soja,"2016","4",Salta,Rosario N,"0.0033604",False,
"29672",Soja,"2017","4",Salta,Rosario N,"0.00285855",False,
"29673",Soja,"2015","5",Salta,Rosario N,"0.015816",False,
"29674",Soja,"2016","5",Salta,Rosario N,"0.03785496",False,
"29675",Soja,"2017","5",Salta,Rosario N,"0.027098779999999992",False,
"29676",Soja,"2018","5",Salta,Rosario N,"0.00594092",False,
"29677",Soja,"2019","5",Salta,Rosario N,"0.00283",False,
"29678",Soja,"2020","5",Salta,Rosario N,"0.00039",False,
"29679",Soja,"2015","6",Salta,Rosario N,"0.010016360000000002",False,
"29680",Soja,"2016","6",Salta,Rosario N,"0.01160127",False,
"29681",Soja,"2017","6",Salta,Rosario N,"0.0064997200000000005",False,
"29682",Soja,"2018","6",Salta,Rosario N,"0.0018731199999999998",False,
"29683",Soja,"2019","6",Salta,Rosario N,"0.0022591399999999998",False,
"29684",Soja,"2020","6",Salta,Rosario N,"0.0009",False,
"29685",Soja,"2015","7",Salta,Rosario N,"0.03263902",False,
"29686",Soja,"2016","7",Salta,Rosario N,"0.01783421",False,
"29687",Soja,"2017","7",Salta,Rosario N,"0.020036329999999995",False,
"29688",Soja,"2018","7",Salta,Rosario N,"0.005805",False,
"29689",Soja,"2019","7",Salta,Rosario N,"3.8119999999999994e-05",False,
"29690",Soja,"2015","8",Salta,Rosario N,"0.01672964",False,
"29691",Soja,"2016","8",Salta,Rosario N,"0.00111144",False,
"29692",Soja,"2017","8",Salta,Rosario N,"0.01763655",False,
"29693",Soja,"2018","8",Salta,Rosario N,"0.00076",False,
"29694",Soja,"2019","8",Salta,Rosario N,"3e-05",False,
"29695",Soja,"2015","9",Salta,Rosario N,"0.00277121",False,
"29696",Soja,"2016","9",Salta,Rosario N,"0.00239738",False,
"29697",Soja,"2017","9",Salta,Rosario N,"0.00162379",False,
"29698",Soja,"2018","9",Salta,Rosario N,"0.00071",False,
"29699",Soja,"2019","9",Salta,Rosario N,"6.0939999999999996e-05",False,
"29700",Soja,"2015","10",Salta,Rosario N,"0.008916919999999998",False,
"29701",Soja,"2016","10",Salta,Rosario N,"0.00334731",False,
"29702",Soja,"2017","10",Salta,Rosario N,"0.00199669",False,
"29703",Soja,"2018","10",Salta,Rosario N,"0.0029",False,
"29704",Soja,"2015","11",Salta,Rosario N,"0.0011673000000000005",False,
"29705",Soja,"2016","11",Salta,Rosario N,"0.0044691800000000005",False,
"29706",Soja,"2017","11",Salta,Rosario N,"0.00278381",False,
"29707",Soja,"2018","11",Salta,Rosario N,"0.00032966",False,
"29708",Soja,"2015","12",Salta,Rosario N,"0.00707247",False,
"29709",Soja,"2016","12",Salta,Rosario N,"0.00018283",False,
"29710",Soja,"2017","12",Salta,Rosario N,"0.004548599999999998",False,
"29711",Soja,"2018","12",Salta,Rosario N,"1.98e-06",False,
"29712",Soja,"2019","12",Salta,Rosario N,"0.00042016000000000004",False,
"29713",Soja,"2018","1",Salta,Rosario S,"0.00027",False,
"29714",Soja,"2018","2",Salta,Rosario S,"9e-05",False,
"29715",Soja,"2019","4",Salta,Rosario S,"9e-05",False,
"29716",Soja,"2015","5",Salta,Rosario S,"0.002",False,
"29717",Soja,"2016","5",Salta,Rosario S,"0.003616",False,
"29718",Soja,"2017","5",Salta,Rosario S,"0.002998",False,
"29719",Soja,"2018","5",Salta,Rosario S,"0.00041",False,
"29720",Soja,"2019","5",Salta,Rosario S,"0.00194",False,
"29721",Soja,"2020","5",Salta,Rosario S,"0.00137",False,
"29722",Soja,"2016","6",Salta,Rosario S,"0.00053213",False,
"29723",Soja,"2019","6",Salta,Rosario S,"0.00069",False,
"29724",Soja,"2020","6",Salta,Rosario S,"0.00261",False,
"29725",Soja,"2017","7",Salta,Rosario S,"0.00074",False,
"29726",Soja,"2019","7",Salta,Rosario S,"0.00515",False,
"29727",Soja,"2020","7",Salta,Rosario S,"0.00423",False,
"29728",Soja,"2017","8",Salta,Rosario S,"0.0007375",False,
"29729",Soja,"2019","9",Salta,Rosario S,"6e-05",False,
"29730",Soja,"2018","10",Salta,Rosario S,"5.8e-05",False,
"29731",Soja,"2019","10",Salta,Rosario S,"0.00044705",False,
"29732",Soja,"2019","11",Salta,Rosario S,"0.00085247",False,
"29733",Soja,"2019","12",Salta,Rosario S,"0.00063",False,
"29734",Soja,"2016","7",Salta,Zona 11,"5.538e-05",False,
"29735",Soja,"2016","12",Salta,Zona 11,"3.004e-05",False,
"29736",Soja,"2019","11",Salta,Zona 13,"0.0003",False,
"29737",Soja,"2019","2",Salta,Zona 14,"9e-05",False,
"29738",Soja,"2016","6",Salta,Zona 14,"9e-05",False,
"29739",Soja,"2019","6",Salta,Zona 14,"2.791e-05",False,
"29740",Soja,"2016","7",Salta,Zona 14,"0.00021669",False,
"29741",Soja,"2019","7",Salta,Zona 14,"0.00034467",False,
"29742",Soja,"2015","8",Salta,Zona 14,"0.00018",False,
"29743",Soja,"2018","8",Salta,Zona 14,"9e-05",False,
"29744",Soja,"2019","8",Salta,Zona 14,"5.8979999999999994e-05",False,
"29745",Soja,"2019","9",Salta,Zona 14,"0.00016508",False,
"29746",Soja,"2019","11",Salta,Zona 14,"2.9149999999999997e-05",False,
"29747",Soja,"2016","12",Salta,Zona 14,"3e-05",False,
"29748",Soja,"2015","5",Salta,Zona 15,"0.00125",False,
"29749",Soja,"2016","5",Salta,Zona 15,"0.0004",False,
"29750",Soja,"2017","5",Salta,Zona 15,"0.00176",False,
"29751",Soja,"2018","5",Salta,Zona 15,"0.0008",False,
"29752",Soja,"2019","5",Salta,Zona 15,"0.0006",False,
"29753",Soja,"2016","6",Salta,Zona 15,"0.00046020999999999996",False,
"29754",Soja,"2017","6",Salta,Zona 15,"0.0001",False,
"29755",Soja,"2018","6",Salta,Zona 15,"0.00256",False,
"29756",Soja,"2015","7",Salta,Zona 15,"0.0005401399999999999",False,
"29757",Soja,"2016","7",Salta,Zona 15,"0.00078",False,
"29758",Soja,"2017","7",Salta,Zona 15,"0.0002",False,
"29759",Soja,"2017","8",Salta,Zona 15,"0.00045",False,
"29760",Soja,"2015","9",Salta,Zona 15,"4.6880000000000005e-05",False,
"29761",Soja,"2015","10",Salta,Zona 15,"0.000162",False,
"29762",Soja,"2016","12",Salta,Zona 15,"1e-05",False,
"29763",Soja,"2019","5",Salta,Zona 16,"0.00036",False,
"29764",Soja,"2015","6",Salta,Zona 16,"2.75e-05",False,
"29765",Soja,"2019","6",Salta,Zona 16,"0.000415",False,
"29766",Soja,"2016","8",Salta,Zona 16,"8e-05",False,
"29767",Soja,"2019","9",Salta,Zona 16,"0.000152",False,
"29768",Soja,"2019","10",Salta,Zona 16,"0.00065284",False,
"29769",Soja,"2019","12",Salta,Zona 16,"0.00036",False,
"29770",Soja,"2015","2",Salta,Zona 17,"0.00035",False,
"29771",Soja,"2018","2",Salta,Zona 17,"0.00010092",False,
"29772",Soja,"2019","2",Salta,Zona 17,"0.00058",False,
"29773",Soja,"2018","3",Salta,Zona 17,"6e-05",False,
"29774",Soja,"2020","3",Salta,Zona 17,"0.00035",False,
"29775",Soja,"2020","4",Salta,Zona 17,"0.0007",False,
"29776",Soja,"2015","5",Salta,Zona 17,"6.086e-05",False,
"29777",Soja,"2017","5",Salta,Zona 17,"0.00047633999999999996",False,
"29778",Soja,"2018","5",Salta,Zona 17,"0.00298",False,
"29779",Soja,"2019","5",Salta,Zona 17,"0.00031",False,
"29780",Soja,"2020","5",Salta,Zona 17,"0.006365",False,
"29781",Soja,"2016","6",Salta,Zona 17,"0.00045",False,
"29782",Soja,"2017","6",Salta,Zona 17,"0.005",False,
"29783",Soja,"2018","6",Salta,Zona 17,"0.00814982",False,
"29784",Soja,"2019","6",Salta,Zona 17,"0.00049868",False,
"29785",Soja,"2020","6",Salta,Zona 17,"0.0042",False,
"29786",Soja,"2017","7",Salta,Zona 17,"0.0019749",False,
"29787",Soja,"2019","7",Salta,Zona 17,"0.0012",False,
"29788",Soja,"2017","8",Salta,Zona 17,"0.00013795",False,
"29789",Soja,"2018","8",Salta,Zona 17,"0.0008",False,
"29790",Soja,"2017","9",Salta,Zona 17,"0.00012",False,
"29791",Soja,"2019","9",Salta,Zona 17,"5.643000000000001e-05",False,
"29792",Soja,"2017","10",Salta,Zona 17,"0.00046639",False,
"29793",Soja,"2019","10",Salta,Zona 17,"8e-06",False,
"29794",Soja,"2020","10",Salta,Zona 17,"0.00204",False,
"29795",Soja,"2017","11",Salta,Zona 17,"4.2e-05",False,
"29796",Soja,"2019","11",Salta,Zona 17,"0.001094",False,
"29797",Soja,"2020","11",Salta,Zona 17,"0.00075",False,
"29798",Soja,"2017","12",Salta,Zona 17,"0.00801963",False,
"29799",Soja,"2019","12",Salta,Zona 17,"2.8299999999999953e-05",False,
"29800",Soja,"2018","6",Salta,Zona 18,"0.00029277999999999997",False,
"29801",Soja,"2019","8",Salta,Zona 18,"0.00035177",False,
"29802",Soja,"2019","10",Salta,Zona 18,"0.00111797",False,
"29803",Soja,"2018","11",Salta,Zona 18,"0.0001",False,
"29804",Soja,"2019","11",Salta,Zona 18,"0.00070001",False,
"29805",Soja,"2018","12",Salta,Zona 18,"0.00025171",False,
"29806",Soja,"2016","3",Salta,Zona 9,"1.6499999999999999e-06",False,
"29807",Soja,"2016","4",Salta,Zona 9,"2.5079999999999997e-05",False,
"29808",Soja,"2017","4",Salta,Zona 9,"3.268e-05",False,
"29809",Soja,"2018","4",Salta,Zona 9,"0.00033025",False,
"29810",Soja,"2019","4",Salta,Zona 9,"2.01e-06",False,
"29811",Soja,"2016","5",Salta,Zona 9,"7.247999999999997e-05",False,
"29812",Soja,"2017","5",Salta,Zona 9,"6.889e-05",False,
"29813",Soja,"2019","5",Salta,Zona 9,"2.38e-05",False,
"29814",Soja,"2016","6",Salta,Zona 9,"6.191e-05",False,
"29815",Soja,"2019","6",Salta,Zona 9,"5.0800000000000005e-06",False,
"29816",Soja,"2016","7",Salta,Zona 9,"0.00010486",False,
"29817",Soja,"2016","8",Salta,Zona 9,"4.366e-05",False,
"29818",Soja,"2017","8",Salta,Zona 9,"1.535e-05",False,
"29819",Soja,"2018","8",Salta,Zona 9,"1.12e-06",False,
"29820",Soja,"2016","10",Salta,Zona 9,"2.17e-06",False,
"29821",Soja,"2016","11",Salta,Zona 9,"2.1000000000000002e-06",False,
"29822",Soja,"2019","11",Salta,Zona 9,"0.00085247",False,
"29823",Soja,"2016","12",Salta,Zona 9,"2.6300000000000002e-05",False,
"29824",Soja,"2019","12",Salta,Zona 9,"4.7e-05",False,
"29825",Trigo,"2017","2",Salta,Rosario N,"0.0005",False,
"29826",Trigo,"2018","4",Salta,Rosario N,"6e-05",False,
"29827",Trigo,"2018","9",Salta,Rosario N,"3.004e-05",False,
"29828",Trigo,"2016","10",Salta,Rosario N,"0.00044961",False,
"29829",Trigo,"2019","11",Salta,Rosario N,"0.00041778",False,
"29830",Trigo,"2017","12",Salta,Rosario N,"8.34e-06",False,
"29831",Trigo,"2019","12",Salta,Rosario N,"0.003971210000000001",False,
"29832",Trigo,"2017","7",Salta,Rosario S,"0.0005",False,
"29833",Trigo,"2019","8",Salta,Rosario S,"0.00012",False,
"29834",Trigo,"2017","12",Salta,Rosario S,"6e-05",False,
"29835",Trigo,"2018","12",Salta,Rosario S,"0.00015",False,
"29836",Trigo,"2019","12",Salta,Rosario S,"0.00092272",False,
"29837",Trigo,"2018","6",Salta,Zona 12,"5.8e-05",False,
"29838",Trigo,"2016","7",Salta,Zona 13,"6e-05",False,
"29839",Trigo,"2016","3",Salta,Zona 14,"9e-05",False,
"29840",Trigo,"2016","5",Salta,Zona 14,"6e-05",False,
"29841",Trigo,"2019","11",Salta,Zona 14,"0.00045992",False,
"29842",Trigo,"2018","12",Salta,Zona 14,"0.00055961",False,
"29843",Trigo,"2019","12",Salta,Zona 14,"5.818e-05",False,
"29844",Trigo,"2018","2",Salta,Zona 16,"0.0005",False,
"29845",Trigo,"2018","4",Salta,Zona 16,"0.0005",False,
"29846",Trigo,"2016","12",Salta,Zona 16,"0.0005",False,
"29847",Trigo,"2017","12",Salta,Zona 16,"0.00036",False,
"29848",Trigo,"2018","12",Salta,Zona 16,"5.7e-05",False,
"29849",Trigo,"2016","7",Salta,Zona 18,"9e-05",False,
"29850",Trigo,"2017","2",Salta,Zona 9,"2.18e-05",False,
"29851",Maiz,"2017","6",San Juan,Zona 10,"9.5e-05",False,
"29852",Maiz,"2016","12",San Juan,Zona 10,"3e-05",False,
"29853",Maiz,"2015","2",San Juan,Zona 11,"0.00014969999999999998",False,
"29854",Soja,"2015","6",San Juan,Cordoba,"7.603e-05",False,
"29855",Soja,"2015","2",San Juan,Zona 10,"0.000128",False,
"29856",Trigo,"2015","4",San Juan,Rosario S,"1.7800000000000001e-06",False,
"29857",Maiz,"2020","8",San Luis,B.Blanca,"0.00183",False,
"29858",Maiz,"2017","10",San Luis,B.Blanca,"0.00017853999999999998",False,
"29859",Maiz,"2019","11",San Luis,B.Blanca,"6e-05",False,
"29860",Maiz,"2015","1",San Luis,Rosario N,"7.240999999999999e-05",False,
"29861",Maiz,"2017","1",San Luis,Rosario N,"3e-05",False,
"29862",Maiz,"2015","2",San Luis,Rosario N,"0.0002",False,
"29863",Maiz,"2016","2",San Luis,Rosario N,"0.0007909600000000001",False,
"29864",Maiz,"2017","2",San Luis,Rosario N,"0.00017408000000000001",False,
"29865",Maiz,"2018","2",San Luis,Rosario N,"0.0003418699999999999",False,
"29866",Maiz,"2015","3",San Luis,Rosario N,"0.00016057",False,
"29867",Maiz,"2016","3",San Luis,Rosario N,"0.0006705",False,
"29868",Maiz,"2018","3",San Luis,Rosario N,"0.00023",False,
"29869",Maiz,"2019","3",San Luis,Rosario N,"0.00029",False,
"29870",Maiz,"2016","4",San Luis,Rosario N,"0.00011756",False,
"29871",Maiz,"2017","4",San Luis,Rosario N,"0.00038304",False,
"29872",Maiz,"2018","4",San Luis,Rosario N,"0.00029681",False,
"29873",Maiz,"2020","4",San Luis,Rosario N,"0.0013",False,
"29874",Maiz,"2015","5",San Luis,Rosario N,"0.00021",False,
"29875",Maiz,"2016","5",San Luis,Rosario N,"0.00014873",False,
"29876",Maiz,"2017","5",San Luis,Rosario N,"3e-05",False,
"29877",Maiz,"2018","5",San Luis,Rosario N,"1.932e-05",False,
"29878",Maiz,"2019","5",San Luis,Rosario N,"0.000268",False,
"29879",Maiz,"2020","5",San Luis,Rosario N,"0.00115",False,
"29880",Maiz,"2016","6",San Luis,Rosario N,"0.0009218099999999999",False,
"29881",Maiz,"2017","6",San Luis,Rosario N,"0.0036588000000000002",False,
"29882",Maiz,"2018","6",San Luis,Rosario N,"0.002",False,
"29883",Maiz,"2019","6",San Luis,Rosario N,"0.00145102",False,
"29884",Maiz,"2020","6",San Luis,Rosario N,"0.0003",False,
"29885",Maiz,"2016","7",San Luis,Rosario N,"0.00339178",False,
"29886",Maiz,"2017","7",San Luis,Rosario N,"0.00119473",False,
"29887",Maiz,"2019","7",San Luis,Rosario N,"0.0006353000000000002",False,
"29888",Maiz,"2020","7",San Luis,Rosario N,"0.00027",False,
"29889",Maiz,"2015","8",San Luis,Rosario N,"0.00010888",False,
"29890",Maiz,"2016","8",San Luis,Rosario N,"9.384999999999999e-05",False,
"29891",Maiz,"2017","8",San Luis,Rosario N,"0.00023997",False,
"29892",Maiz,"2018","8",San Luis,Rosario N,"0.00706108",False,
"29893",Maiz,"2019","8",San Luis,Rosario N,"0.0007344300000000002",False,
"29894",Maiz,"2020","8",San Luis,Rosario N,"0.0014",False,
"29895",Maiz,"2015","9",San Luis,Rosario N,"0.00047027",False,
"29896",Maiz,"2016","9",San Luis,Rosario N,"0.00040509",False,
"29897",Maiz,"2017","9",San Luis,Rosario N,"0.0007930200000000002",False,
"29898",Maiz,"2018","9",San Luis,Rosario N,"4.735e-05",False,
"29899",Maiz,"2019","9",San Luis,Rosario N,"0.00011326999999999999",False,
"29900",Maiz,"2015","10",San Luis,Rosario N,"0.00074701",False,
"29901",Maiz,"2016","10",San Luis,Rosario N,"0.00016719",False,
"29902",Maiz,"2017","10",San Luis,Rosario N,"0.00021682",False,
"29903",Maiz,"2018","10",San Luis,Rosario N,"0.00049",False,
"29904",Maiz,"2019","10",San Luis,Rosario N,"0.0006075799999999998",False,
"29905",Maiz,"2015","11",San Luis,Rosario N,"0.00019123",False,
"29906",Maiz,"2016","11",San Luis,Rosario N,"0.0002942000000000001",False,
"29907",Maiz,"2017","11",San Luis,Rosario N,"0.00026342",False,
"29908",Maiz,"2018","11",San Luis,Rosario N,"6.12e-06",False,
"29909",Maiz,"2019","11",San Luis,Rosario N,"0.00055452",False,
"29910",Maiz,"2015","12",San Luis,Rosario N,"0.00037932000000000005",False,
"29911",Maiz,"2016","12",San Luis,Rosario N,"0.00016507999999999996",False,
"29912",Maiz,"2017","12",San Luis,Rosario N,"0.00139",False,
"29913",Maiz,"2019","12",San Luis,Rosario N,"0.00034874",False,
"29914",Maiz,"2018","1",San Luis,Rosario S,"0.0010531199999999998",False,
"29915",Maiz,"2015","2",San Luis,Rosario S,"0.00011601000000000001",False,
"29916",Maiz,"2017","2",San Luis,Rosario S,"5.1840000000000005e-05",False,
"29917",Maiz,"2018","2",San Luis,Rosario S,"0.00080185",False,
"29918",Maiz,"2019","2",San Luis,Rosario S,"0.00030862",False,
"29919",Maiz,"2017","3",San Luis,Rosario S,"5.882e-05",False,
"29920",Maiz,"2019","3",San Luis,Rosario S,"2.003e-05",False,
"29921",Maiz,"2016","4",San Luis,Rosario S,"0.00035",False,
"29922",Maiz,"2018","4",San Luis,Rosario S,"4.5e-05",False,
"29923",Maiz,"2019","4",San Luis,Rosario S,"0.00027",False,
"29924",Maiz,"2018","5",San Luis,Rosario S,"0.00015686",False,
"29925",Maiz,"2020","5",San Luis,Rosario S,"0.0002",False,
"29926",Maiz,"2018","6",San Luis,Rosario S,"0.0033",False,
"29927",Maiz,"2019","6",San Luis,Rosario S,"0.000645",False,
"29928",Maiz,"2020","6",San Luis,Rosario S,"0.0006",False,
"29929",Maiz,"2017","7",San Luis,Rosario S,"0.0010713699999999999",False,
"29930",Maiz,"2018","7",San Luis,Rosario S,"0.00793",False,
"29931",Maiz,"2019","7",San Luis,Rosario S,"0.003328",False,
"29932",Maiz,"2020","7",San Luis,Rosario S,"0.00262",False,
"29933",Maiz,"2016","8",San Luis,Rosario S,"0.00024145",False,
"29934",Maiz,"2017","8",San Luis,Rosario S,"0.00102368",False,
"29935",Maiz,"2018","8",San Luis,Rosario S,"0.00080353",False,
"29936",Maiz,"2019","8",San Luis,Rosario S,"0.00021819",False,
"29937",Maiz,"2020","8",San Luis,Rosario S,"0.00072",False,
"29938",Maiz,"2016","9",San Luis,Rosario S,"5.361e-05",False,
"29939",Maiz,"2017","9",San Luis,Rosario S,"0.00132201",False,
"29940",Maiz,"2018","9",San Luis,Rosario S,"8.502000000000002e-05",False,
"29941",Maiz,"2019","9",San Luis,Rosario S,"0.00010492",False,
"29942",Maiz,"2015","10",San Luis,Rosario S,"4.412e-05",False,
"29943",Maiz,"2016","10",San Luis,Rosario S,"2.722e-05",False,
"29944",Maiz,"2017","10",San Luis,Rosario S,"6.2e-05",False,
"29945",Maiz,"2018","10",San Luis,Rosario S,"0.00098222",False,
"29946",Maiz,"2019","10",San Luis,Rosario S,"7.340000000000001e-05",False,
"29947",Maiz,"2016","11",San Luis,Rosario S,"3.64e-05",False,
"29948",Maiz,"2017","11",San Luis,Rosario S,"0.00198061",False,
"29949",Maiz,"2018","11",San Luis,Rosario S,"0.00035402",False,
"29950",Maiz,"2019","11",San Luis,Rosario S,"0.0007364",False,
"29951",Maiz,"2016","12",San Luis,Rosario S,"1.87e-05",False,
"29952",Maiz,"2017","12",San Luis,Rosario S,"0.00032629",False,
"29953",Maiz,"2018","12",San Luis,Rosario S,"0.00024",False,
"29954",Maiz,"2019","12",San Luis,Rosario S,"0.0014640300000000003",False,
"29955",Maiz,"2017","4",San Luis,Zona 1,"0.003",False,
"29956",Maiz,"2016","5",San Luis,Zona 1,"6.170000000000001e-05",False,
"29957",Maiz,"2017","6",San Luis,Zona 1,"0.00109597",False,
"29958",Maiz,"2018","6",San Luis,Zona 1,"0.00046",False,
"29959",Maiz,"2016","7",San Luis,Zona 1,"0.00021914",False,
"29960",Maiz,"2017","7",San Luis,Zona 1,"0.0039755500000000004",False,
"29961",Maiz,"2016","8",San Luis,Zona 1,"0.0024314999999999996",False,
"29962",Maiz,"2017","8",San Luis,Zona 1,"0.00496789",False,
"29963",Maiz,"2016","9",San Luis,Zona 1,"0.00131918",False,
"29964",Maiz,"2017","9",San Luis,Zona 1,"0.0018915499999999999",False,
"29965",Maiz,"2016","10",San Luis,Zona 1,"0.00022953",False,
"29966",Maiz,"2017","10",San Luis,Zona 1,"0.00017444",False,
"29967",Maiz,"2016","11",San Luis,Zona 1,"0.0007205499999999999",False,
"29968",Maiz,"2017","11",San Luis,Zona 1,"0.00015005000000000002",False,
"29969",Maiz,"2016","1",San Luis,Zona 10,"0.002",False,
"29970",Maiz,"2017","1",San Luis,Zona 10,"0.00283088",False,
"29971",Maiz,"2018","1",San Luis,Zona 10,"0.0006",False,
"29972",Maiz,"2015","2",San Luis,Zona 10,"0.00048208999999999996",False,
"29973",Maiz,"2016","2",San Luis,Zona 10,"0.00218644",False,
"29974",Maiz,"2017","2",San Luis,Zona 10,"0.00065538",False,
"29975",Maiz,"2018","2",San Luis,Zona 10,"0.001057",False,
"29976",Maiz,"2019","2",San Luis,Zona 10,"0.00069",False,
"29977",Maiz,"2016","3",San Luis,Zona 10,"0.00232182",False,
"29978",Maiz,"2018","3",San Luis,Zona 10,"0.00044864",False,
"29979",Maiz,"2019","3",San Luis,Zona 10,"0.00018203999999999999",False,
"29980",Maiz,"2016","4",San Luis,Zona 10,"0.00039318",False,
"29981",Maiz,"2017","4",San Luis,Zona 10,"0.00099",False,
"29982",Maiz,"2018","4",San Luis,Zona 10,"0.00067154",False,
"29983",Maiz,"2015","5",San Luis,Zona 10,"0.0025",False,
"29984",Maiz,"2016","5",San Luis,Zona 10,"0.0028286500000000003",False,
"29985",Maiz,"2017","5",San Luis,Zona 10,"0.0028646799999999997",False,
"29986",Maiz,"2018","5",San Luis,Zona 10,"0.004295879999999999",False,
"29987",Maiz,"2019","5",San Luis,Zona 10,"5.953000000000001e-05",False,
"29988",Maiz,"2015","6",San Luis,Zona 10,"0.0007544100000000002",False,
"29989",Maiz,"2017","6",San Luis,Zona 10,"0.00768",False,
"29990",Maiz,"2018","6",San Luis,Zona 10,"0.00287",False,
"29991",Maiz,"2019","6",San Luis,Zona 10,"0.009677799999999999",False,
"29992",Maiz,"2015","7",San Luis,Zona 10,"0.00548687",False,
"29993",Maiz,"2017","7",San Luis,Zona 10,"0.006736600000000001",False,
"29994",Maiz,"2018","7",San Luis,Zona 10,"0.00426",False,
"29995",Maiz,"2019","7",San Luis,Zona 10,"0.00914235",False,
