field_1,Grano,Año,Mes,Origen,Destino,Cantidad,EsFinal,Cantidades
"355",Maiz,"2019","2",Buenos Aires,Zona 1,"2.3e-05",True,
"356",Maiz,"2015","3",Buenos Aires,Zona 1,"0.0005",True,
"357",Maiz,"2015","4",Buenos Aires,Zona 1,"0.0002",True,
"358",Maiz,"2016","4",Buenos Aires,Zona 1,"0.00037",True,
"359",Maiz,"2018","6",Buenos Aires,Zona 1,"0.00024",True,
"360",Maiz,"2015","8",Buenos Aires,Zona 1,"0.0009",True,
"361",Maiz,"2015","12",Buenos Aires,Zona 1,"0.00050312",True,
"362",Maiz,"2020","1",Buenos Aires,Zona 10,"0.00055",True,
"363",Maiz,"2015","2",Buenos Aires,Zona 10,"0.00024",True,
"364",Maiz,"2015","3",Buenos Aires,Zona 10,"0.00015",True,
"365",Maiz,"2017","7",Buenos Aires,Zona 10,"0.0003",True,
"366",Maiz,"2018","7",Buenos Aires,Zona 10,"0.001",True,
"367",Maiz,"2015","8",Buenos Aires,Zona 10,"6e-05",True,
"368",Maiz,"2018","8",Buenos Aires,Zona 10,"0.000386",True,
"369",Maiz,"2015","12",Buenos Aires,Zona 10,"0.0003",True,
"370",Maiz,"2017","12",Buenos Aires,Zona 10,"3e-05",True,
"371",Maiz,"2019","12",Buenos Aires,Zona 10,"0.0003",True,
"372",Maiz,"2017","1",Buenos Aires,Zona 11,"6e-05",True,
"373",Maiz,"2018","1",Buenos Aires,Zona 11,"0.00375",True,
"374",Maiz,"2018","2",Buenos Aires,Zona 11,"0.00081",True,
"375",Maiz,"2019","2",Buenos Aires,Zona 11,"0.00012",True,
"376",Maiz,"2015","3",Buenos Aires,Zona 11,"0.0002648",True,
"377",Maiz,"2016","3",Buenos Aires,Zona 11,"0.0010325",True,
"378",Maiz,"2017","3",Buenos Aires,Zona 11,"0.00096",True,
"379",Maiz,"2018","3",Buenos Aires,Zona 11,"0.0015",True,
"380",Maiz,"2019","3",Buenos Aires,Zona 11,"0.0077",True,
"381",Maiz,"2015","4",Buenos Aires,Zona 11,"0.00035",True,
"382",Maiz,"2016","4",Buenos Aires,Zona 11,"0.00037708999999999985",True,
"383",Maiz,"2017","4",Buenos Aires,Zona 11,"0.00568",True,
"384",Maiz,"2018","4",Buenos Aires,Zona 11,"0.00357",True,
"385",Maiz,"2015","5",Buenos Aires,Zona 11,"0.00026058",True,
"386",Maiz,"2018","5",Buenos Aires,Zona 11,"0.01044918",True,
"387",Maiz,"2019","5",Buenos Aires,Zona 11,"0.009704",True,
"388",Maiz,"2015","6",Buenos Aires,Zona 11,"7.37e-05",True,
"389",Maiz,"2018","6",Buenos Aires,Zona 11,"0.0045",True,
"390",Maiz,"2019","6",Buenos Aires,Zona 11,"0.00611153",True,
"391",Maiz,"2020","6",Buenos Aires,Zona 11,"0.004219",True,
"392",Maiz,"2015","7",Buenos Aires,Zona 11,"0.00032786",True,
"393",Maiz,"2018","7",Buenos Aires,Zona 11,"0.002",True,
"394",Maiz,"2019","7",Buenos Aires,Zona 11,"0.001828",True,
"395",Maiz,"2020","7",Buenos Aires,Zona 11,"0.0004",True,
"396",Maiz,"2015","8",Buenos Aires,Zona 11,"0.00041988999999999997",True,
"397",Maiz,"2016","8",Buenos Aires,Zona 11,"0.000927",True,
"398",Maiz,"2017","8",Buenos Aires,Zona 11,"0.00032348",True,
"399",Maiz,"2019","8",Buenos Aires,Zona 11,"2.7e-05",True,
"400",Maiz,"2017","9",Buenos Aires,Zona 11,"0.0003",True,
"401",Maiz,"2018","9",Buenos Aires,Zona 11,"0.00193",True,
"402",Maiz,"2019","9",Buenos Aires,Zona 11,"0.00015608",True,
"403",Maiz,"2015","10",Buenos Aires,Zona 11,"0.00053531",True,
"404",Maiz,"2016","10",Buenos Aires,Zona 11,"5.48e-05",True,
"405",Maiz,"2018","10",Buenos Aires,Zona 11,"0.00111",True,
"406",Maiz,"2019","10",Buenos Aires,Zona 11,"0.00032376999999999997",True,
"407",Maiz,"2015","11",Buenos Aires,Zona 11,"0.00075448",True,
"408",Maiz,"2016","11",Buenos Aires,Zona 11,"0.00012",True,
"409",Maiz,"2018","11",Buenos Aires,Zona 11,"0.0006077599999999999",True,
"410",Maiz,"2019","11",Buenos Aires,Zona 11,"6e-05",True,
"411",Maiz,"2015","12",Buenos Aires,Zona 11,"0.0005421699999999999",True,
"412",Maiz,"2016","12",Buenos Aires,Zona 11,"1.543e-05",True,
"413",Maiz,"2017","12",Buenos Aires,Zona 11,"0.00316",True,
"414",Maiz,"2018","12",Buenos Aires,Zona 11,"0.0006909199999999999",True,
"415",Maiz,"2019","12",Buenos Aires,Zona 11,"0.0002544",True,
"416",Maiz,"2016","1",Buenos Aires,Zona 12,"2.3199999999999998e-05",True,
"417",Maiz,"2018","1",Buenos Aires,Zona 12,"4.309999999999999e-06",True,
"418",Maiz,"2015","2",Buenos Aires,Zona 12,"0.000411",True,
"419",Maiz,"2016","2",Buenos Aires,Zona 12,"0.00824777",True,
"420",Maiz,"2017","2",Buenos Aires,Zona 12,"0.00702017",True,
"421",Maiz,"2018","2",Buenos Aires,Zona 12,"6.61e-05",True,
"422",Maiz,"2019","2",Buenos Aires,Zona 12,"0.0011866099999999998",True,
"423",Maiz,"2015","3",Buenos Aires,Zona 12,"0.0014",True,
"424",Maiz,"2016","3",Buenos Aires,Zona 12,"0.00343609",True,
"425",Maiz,"2017","3",Buenos Aires,Zona 12,"0.01438374",True,
"426",Maiz,"2018","3",Buenos Aires,Zona 12,"0.00130315",True,
"427",Maiz,"2019","3",Buenos Aires,Zona 12,"0.0013158200000000003",True,
"428",Maiz,"2020","3",Buenos Aires,Zona 12,"0.00112",True,
"429",Maiz,"2015","4",Buenos Aires,Zona 12,"0.00219441",True,
"430",Maiz,"2016","4",Buenos Aires,Zona 12,"0.0165173",True,
"431",Maiz,"2017","4",Buenos Aires,Zona 12,"0.019836529999999998",True,
"432",Maiz,"2018","4",Buenos Aires,Zona 12,"0.00149298",True,
"433",Maiz,"2019","4",Buenos Aires,Zona 12,"0.0009526599999999999",True,
"434",Maiz,"2020","4",Buenos Aires,Zona 12,"0.013075",True,
"435",Maiz,"2015","5",Buenos Aires,Zona 12,"0.00051787",True,
"436",Maiz,"2016","5",Buenos Aires,Zona 12,"0.00402061",True,
"437",Maiz,"2017","5",Buenos Aires,Zona 12,"0.009997049999999999",True,
"438",Maiz,"2018","5",Buenos Aires,Zona 12,"0.00274269",True,
"439",Maiz,"2019","5",Buenos Aires,Zona 12,"0.00152108",True,
"440",Maiz,"2020","5",Buenos Aires,Zona 12,"0.00624",True,
"441",Maiz,"2015","6",Buenos Aires,Zona 12,"0.0037325000000000014",True,
"442",Maiz,"2016","6",Buenos Aires,Zona 12,"0.011011089999999998",True,
"443",Maiz,"2017","6",Buenos Aires,Zona 12,"0.008912849999999995",True,
"444",Maiz,"2018","6",Buenos Aires,Zona 12,"0.00103675",True,
"445",Maiz,"2019","6",Buenos Aires,Zona 12,"0.00769593",True,
"446",Maiz,"2020","6",Buenos Aires,Zona 12,"0.00042",True,
"447",Maiz,"2015","7",Buenos Aires,Zona 12,"0.01370574",True,
"448",Maiz,"2016","7",Buenos Aires,Zona 12,"0.015549729999999996",True,
"449",Maiz,"2018","7",Buenos Aires,Zona 12,"0.00213291",True,
"450",Maiz,"2019","7",Buenos Aires,Zona 12,"0.0118697",True,
"451",Maiz,"2020","7",Buenos Aires,Zona 12,"0.013",True,
"452",Maiz,"2015","8",Buenos Aires,Zona 12,"0.0012928",True,
"453",Maiz,"2016","8",Buenos Aires,Zona 12,"0.00820347",True,
"454",Maiz,"2017","8",Buenos Aires,Zona 12,"0.00660942",True,
"455",Maiz,"2018","8",Buenos Aires,Zona 12,"0.00037664999999999997",True,
"456",Maiz,"2019","8",Buenos Aires,Zona 12,"0.015292669999999998",True,
"457",Maiz,"2020","8",Buenos Aires,Zona 12,"0.0054",True,
"458",Maiz,"2015","9",Buenos Aires,Zona 12,"0.0018619700000000001",True,
"459",Maiz,"2016","9",Buenos Aires,Zona 12,"0.00391275",True,
"460",Maiz,"2017","9",Buenos Aires,Zona 12,"0.00324733",True,
"461",Maiz,"2018","9",Buenos Aires,Zona 12,"0.00139661",True,
"462",Maiz,"2019","9",Buenos Aires,Zona 12,"0.00940468",True,
"463",Maiz,"2015","10",Buenos Aires,Zona 12,"0.00121232",True,
"464",Maiz,"2016","10",Buenos Aires,Zona 12,"0.00642617",True,
"465",Maiz,"2017","10",Buenos Aires,Zona 12,"0.0011947000000000001",True,
"466",Maiz,"2018","10",Buenos Aires,Zona 12,"0.00018362",True,
"467",Maiz,"2019","10",Buenos Aires,Zona 12,"0.00075247",True,
"468",Maiz,"2015","11",Buenos Aires,Zona 12,"6e-05",True,
"469",Maiz,"2016","11",Buenos Aires,Zona 12,"0.00108263",True,
"470",Maiz,"2017","11",Buenos Aires,Zona 12,"0.00048",True,
"471",Maiz,"2018","11",Buenos Aires,Zona 12,"0.00018495",True,
"472",Maiz,"2019","11",Buenos Aires,Zona 12,"0.0006641800000000002",True,
"473",Maiz,"2015","12",Buenos Aires,Zona 12,"0.0005179",True,
"474",Maiz,"2016","12",Buenos Aires,Zona 12,"0.00060159",True,
"475",Maiz,"2017","12",Buenos Aires,Zona 12,"0.00053896",True,
"476",Maiz,"2018","12",Buenos Aires,Zona 12,"0.00015831",True,
"477",Maiz,"2019","12",Buenos Aires,Zona 12,"0.00012",True,
"478",Maiz,"2015","2",Buenos Aires,Zona 13,"0.0004",True,
"479",Maiz,"2016","2",Buenos Aires,Zona 13,"0.012248879999999998",True,
"480",Maiz,"2017","2",Buenos Aires,Zona 13,"0.00171",True,
"481",Maiz,"2018","2",Buenos Aires,Zona 13,"0.000452",True,
"482",Maiz,"2019","2",Buenos Aires,Zona 13,"0.000151",True,
"483",Maiz,"2015","3",Buenos Aires,Zona 13,"0.0015077",True,
"484",Maiz,"2016","3",Buenos Aires,Zona 13,"0.03573",True,
"485",Maiz,"2017","3",Buenos Aires,Zona 13,"0.00236",True,
"486",Maiz,"2018","3",Buenos Aires,Zona 13,"9e-05",True,
"487",Maiz,"2019","3",Buenos Aires,Zona 13,"0.00097804",True,
"488",Maiz,"2015","4",Buenos Aires,Zona 13,"0.00273",True,
"489",Maiz,"2016","4",Buenos Aires,Zona 13,"0.0036621500000000003",True,
"490",Maiz,"2017","4",Buenos Aires,Zona 13,"6e-05",True,
"491",Maiz,"2018","4",Buenos Aires,Zona 13,"0.001324",True,
"492",Maiz,"2019","4",Buenos Aires,Zona 13,"0.001683",True,
"493",Maiz,"2016","5",Buenos Aires,Zona 13,"0.00169985",True,
"494",Maiz,"2017","5",Buenos Aires,Zona 13,"2.899e-05",True,
"495",Maiz,"2018","5",Buenos Aires,Zona 13,"0.0105",True,
"496",Maiz,"2019","5",Buenos Aires,Zona 13,"0.00051",True,
"497",Maiz,"2015","6",Buenos Aires,Zona 13,"0.00546",True,
"498",Maiz,"2016","6",Buenos Aires,Zona 13,"0.0008686099999999999",True,
"499",Maiz,"2017","6",Buenos Aires,Zona 13,"0.00087935",True,
"500",Maiz,"2018","6",Buenos Aires,Zona 13,"0.0005575199999999999",True,
"501",Maiz,"2019","6",Buenos Aires,Zona 13,"9e-05",True,
"502",Maiz,"2016","7",Buenos Aires,Zona 13,"0.001",True,
"503",Maiz,"2017","7",Buenos Aires,Zona 13,"0.00037418",True,
"504",Maiz,"2018","7",Buenos Aires,Zona 13,"0.00162423",True,
"505",Maiz,"2019","7",Buenos Aires,Zona 13,"0.00083024",True,
"506",Maiz,"2015","8",Buenos Aires,Zona 13,"0.0015",True,
"507",Maiz,"2016","8",Buenos Aires,Zona 13,"0.0015463800000000002",True,
"508",Maiz,"2017","8",Buenos Aires,Zona 13,"0.00342",True,
"509",Maiz,"2018","8",Buenos Aires,Zona 13,"0.00228901",True,
"510",Maiz,"2019","8",Buenos Aires,Zona 13,"0.00090396",True,
"511",Maiz,"2016","9",Buenos Aires,Zona 13,"0.0009",True,
"512",Maiz,"2017","9",Buenos Aires,Zona 13,"0.00291777",True,
"513",Maiz,"2018","9",Buenos Aires,Zona 13,"0.0004475",True,
"514",Maiz,"2019","9",Buenos Aires,Zona 13,"0.0004",True,
"515",Maiz,"2016","10",Buenos Aires,Zona 13,"0.00138",True,
"516",Maiz,"2017","10",Buenos Aires,Zona 13,"0.0038",True,
"517",Maiz,"2018","10",Buenos Aires,Zona 13,"0.000343",True,
"518",Maiz,"2019","10",Buenos Aires,Zona 13,"0.0003",True,
"519",Maiz,"2015","11",Buenos Aires,Zona 13,"0.00018437",True,
"520",Maiz,"2016","11",Buenos Aires,Zona 13,"0.00137",True,
"521",Maiz,"2018","11",Buenos Aires,Zona 13,"0.00108",True,
"522",Maiz,"2015","12",Buenos Aires,Zona 13,"0.00036198000000000003",True,
"523",Maiz,"2016","12",Buenos Aires,Zona 13,"0.00104",True,
"524",Maiz,"2018","12",Buenos Aires,Zona 13,"0.00055",True,
"525",Maiz,"2019","12",Buenos Aires,Zona 13,"0.00012",True,
"526",Maiz,"2017","1",Buenos Aires,Zona 14,"6e-05",True,
"527",Maiz,"2018","1",Buenos Aires,Zona 14,"0.001",True,
"528",Maiz,"2015","2",Buenos Aires,Zona 14,"0.000168",True,
"529",Maiz,"2016","2",Buenos Aires,Zona 14,"0.00967",True,
"530",Maiz,"2017","2",Buenos Aires,Zona 14,"0.00036194",True,
"531",Maiz,"2018","2",Buenos Aires,Zona 14,"0.00237",True,
"532",Maiz,"2015","3",Buenos Aires,Zona 14,"0.00039",True,
"533",Maiz,"2016","3",Buenos Aires,Zona 14,"0.0055",True,
"534",Maiz,"2017","3",Buenos Aires,Zona 14,"0.00048",True,
"535",Maiz,"2018","3",Buenos Aires,Zona 14,"0.00112",True,
"536",Maiz,"2020","3",Buenos Aires,Zona 14,"0.000508",True,
"537",Maiz,"2015","4",Buenos Aires,Zona 14,"0.00075",True,
"538",Maiz,"2016","4",Buenos Aires,Zona 14,"0.0031515500000000004",True,
"539",Maiz,"2017","4",Buenos Aires,Zona 14,"0.0026084300000000006",True,
"540",Maiz,"2018","4",Buenos Aires,Zona 14,"0.00404602",True,
"541",Maiz,"2019","4",Buenos Aires,Zona 14,"0.00015",True,
"542",Maiz,"2020","4",Buenos Aires,Zona 14,"0.0045",True,
"543",Maiz,"2015","5",Buenos Aires,Zona 14,"0.0008901",True,
"544",Maiz,"2016","5",Buenos Aires,Zona 14,"0.00302772",True,
"545",Maiz,"2017","5",Buenos Aires,Zona 14,"0.00354",True,
"546",Maiz,"2018","5",Buenos Aires,Zona 14,"9e-05",True,
"547",Maiz,"2019","5",Buenos Aires,Zona 14,"0.00045666",True,
"548",Maiz,"2020","5",Buenos Aires,Zona 14,"0.00421",True,
"549",Maiz,"2015","6",Buenos Aires,Zona 14,"0.00071",True,
"550",Maiz,"2016","6",Buenos Aires,Zona 14,"0.00293314",True,
"551",Maiz,"2017","6",Buenos Aires,Zona 14,"0.002925",True,
"552",Maiz,"2018","6",Buenos Aires,Zona 14,"0.00192",True,
"553",Maiz,"2019","6",Buenos Aires,Zona 14,"0.00204",True,
"554",Maiz,"2020","6",Buenos Aires,Zona 14,"0.015",True,
"555",Maiz,"2015","7",Buenos Aires,Zona 14,"4.2900000000000004e-06",True,
"556",Maiz,"2016","7",Buenos Aires,Zona 14,"0.00526012",True,
"557",Maiz,"2017","7",Buenos Aires,Zona 14,"0.00149",True,
"558",Maiz,"2018","7",Buenos Aires,Zona 14,"0.00053663",True,
"559",Maiz,"2019","7",Buenos Aires,Zona 14,"0.00053",True,
"560",Maiz,"2020","7",Buenos Aires,Zona 14,"0.008",True,
"561",Maiz,"2015","8",Buenos Aires,Zona 14,"0.004",True,
"562",Maiz,"2016","8",Buenos Aires,Zona 14,"0.00115",True,
"563",Maiz,"2017","8",Buenos Aires,Zona 14,"0.00070677",True,
"564",Maiz,"2018","8",Buenos Aires,Zona 14,"8.5e-05",True,
"565",Maiz,"2015","9",Buenos Aires,Zona 14,"0.0025",True,
"566",Maiz,"2016","9",Buenos Aires,Zona 14,"0.0023983200000000002",True,
"567",Maiz,"2017","9",Buenos Aires,Zona 14,"0.00066",True,
"568",Maiz,"2019","9",Buenos Aires,Zona 14,"0.00018",True,
"569",Maiz,"2015","10",Buenos Aires,Zona 14,"0.001258",True,
"570",Maiz,"2016","10",Buenos Aires,Zona 14,"0.00432872",True,
"571",Maiz,"2017","10",Buenos Aires,Zona 14,"0.00062",True,
"572",Maiz,"2018","10",Buenos Aires,Zona 14,"0.00054",True,
"573",Maiz,"2019","10",Buenos Aires,Zona 14,"0.00038171",True,
"574",Maiz,"2015","11",Buenos Aires,Zona 14,"0.00313",True,
"575",Maiz,"2016","11",Buenos Aires,Zona 14,"0.00151263",True,
"576",Maiz,"2017","11",Buenos Aires,Zona 14,"0.00056",True,
"577",Maiz,"2019","11",Buenos Aires,Zona 14,"0.00018158",True,
"578",Maiz,"2015","12",Buenos Aires,Zona 14,"0.00239",True,
"579",Maiz,"2016","12",Buenos Aires,Zona 14,"0.00054612",True,
"580",Maiz,"2017","12",Buenos Aires,Zona 14,"0.00134775",True,
"581",Maiz,"2018","12",Buenos Aires,Zona 14,"5.8e-05",True,
"582",Maiz,"2019","12",Buenos Aires,Zona 14,"0.0068",True,
"583",Maiz,"2019","8",Buenos Aires,Zona 15,"0.00021595",True,
"584",Maiz,"2016","4",Buenos Aires,Zona 16,"0.00026",True,
"585",Maiz,"2017","4",Buenos Aires,Zona 16,"0.002",True,
"586",Maiz,"2017","7",Buenos Aires,Zona 16,"0.0024097",True,
"587",Maiz,"2016","8",Buenos Aires,Zona 16,"2.5e-05",True,
"588",Maiz,"2015","10",Buenos Aires,Zona 16,"0.00042",True,
"589",Maiz,"2015","4",Buenos Aires,Zona 17,"0.0003",True,
"590",Maiz,"2016","7",Buenos Aires,Zona 17,"0.006",True,
"591",Maiz,"2017","7",Buenos Aires,Zona 17,"0.01",True,
"592",Maiz,"2018","7",Buenos Aires,Zona 17,"0.001",True,
"593",Maiz,"2016","8",Buenos Aires,Zona 17,"0.00048",True,
"594",Maiz,"2017","8",Buenos Aires,Zona 17,"0.005",True,
"595",Maiz,"2018","8",Buenos Aires,Zona 17,"0.00503",True,
"596",Maiz,"2017","9",Buenos Aires,Zona 17,"0.01",True,
"597",Maiz,"2016","12",Buenos Aires,Zona 17,"3e-05",True,
"598",Maiz,"2019","12",Buenos Aires,Zona 17,"0.0033294",True,
"599",Maiz,"2017","2",Buenos Aires,Zona 18,"0.00042",True,
"600",Maiz,"2019","2",Buenos Aires,Zona 18,"0.00015",True,
"601",Maiz,"2020","3",Buenos Aires,Zona 18,"0.0001",True,
"602",Maiz,"2016","4",Buenos Aires,Zona 18,"0.001",True,
"603",Maiz,"2017","5",Buenos Aires,Zona 18,"0.00033",True,
"604",Maiz,"2015","7",Buenos Aires,Zona 18,"0.00135",True,
"605",Maiz,"2016","7",Buenos Aires,Zona 18,"0.0005",True,
"606",Maiz,"2018","7",Buenos Aires,Zona 18,"0.0005",True,
"607",Maiz,"2020","8",Buenos Aires,Zona 18,"4.019e-05",True,
"608",Maiz,"2016","9",Buenos Aires,Zona 18,"0.00015",True,
"609",Maiz,"2018","9",Buenos Aires,Zona 18,"7.8e-05",True,
"610",Maiz,"2016","10",Buenos Aires,Zona 18,"0.00088358",True,
"611",Maiz,"2017","10",Buenos Aires,Zona 18,"0.00024",True,
"612",Maiz,"2019","10",Buenos Aires,Zona 18,"0.0003",True,
"613",Maiz,"2016","11",Buenos Aires,Zona 18,"2.955e-05",True,
"614",Maiz,"2016","12",Buenos Aires,Zona 18,"3e-05",True,
"615",Maiz,"2018","12",Buenos Aires,Zona 18,"0.0003",True,
"616",Maiz,"2015","1",Buenos Aires,Zona 2,"0.000379",True,
"617",Maiz,"2016","1",Buenos Aires,Zona 2,"0.0005",True,
"618",Maiz,"2017","1",Buenos Aires,Zona 2,"0.00018",True,
"619",Maiz,"2018","1",Buenos Aires,Zona 2,"0.00015",True,
"620",Maiz,"2019","1",Buenos Aires,Zona 2,"0.00111",True,
"621",Maiz,"2015","2",Buenos Aires,Zona 2,"0.00153857",True,
"622",Maiz,"2016","2",Buenos Aires,Zona 2,"0.00643",True,
"623",Maiz,"2017","2",Buenos Aires,Zona 2,"0.000955",True,
"624",Maiz,"2018","2",Buenos Aires,Zona 2,"0.00066166",True,
"625",Maiz,"2019","2",Buenos Aires,Zona 2,"0.00453225",True,
"626",Maiz,"2015","3",Buenos Aires,Zona 2,"0.00416183",True,
"627",Maiz,"2016","3",Buenos Aires,Zona 2,"0.00306",True,
"628",Maiz,"2017","3",Buenos Aires,Zona 2,"0.00245353",True,
"629",Maiz,"2018","3",Buenos Aires,Zona 2,"0.00019601",True,
"630",Maiz,"2019","3",Buenos Aires,Zona 2,"0.00181",True,
"631",Maiz,"2015","4",Buenos Aires,Zona 2,"0.00122",True,
"632",Maiz,"2016","4",Buenos Aires,Zona 2,"0.0037398699999999997",True,
"633",Maiz,"2017","4",Buenos Aires,Zona 2,"0.001615",True,
"634",Maiz,"2018","4",Buenos Aires,Zona 2,"0.0016615599999999999",True,
"635",Maiz,"2019","4",Buenos Aires,Zona 2,"3e-05",True,
"636",Maiz,"2015","5",Buenos Aires,Zona 2,"0.0022973000000000004",True,
"637",Maiz,"2016","5",Buenos Aires,Zona 2,"0.005969",True,
"638",Maiz,"2017","5",Buenos Aires,Zona 2,"0.00699",True,
"639",Maiz,"2018","5",Buenos Aires,Zona 2,"0.00027",True,
"640",Maiz,"2019","5",Buenos Aires,Zona 2,"0.00668",True,
"641",Maiz,"2015","6",Buenos Aires,Zona 2,"0.00398538",True,
"642",Maiz,"2016","6",Buenos Aires,Zona 2,"0.006224",True,
"643",Maiz,"2017","6",Buenos Aires,Zona 2,"0.0142582",True,
"644",Maiz,"2018","6",Buenos Aires,Zona 2,"0.01028108",True,
"645",Maiz,"2019","6",Buenos Aires,Zona 2,"0.00669",True,
"646",Maiz,"2015","7",Buenos Aires,Zona 2,"0.006096",True,
"647",Maiz,"2016","7",Buenos Aires,Zona 2,"0.01957458",True,
"648",Maiz,"2017","7",Buenos Aires,Zona 2,"0.01337",True,
"649",Maiz,"2018","7",Buenos Aires,Zona 2,"0.004107",True,
"650",Maiz,"2019","7",Buenos Aires,Zona 2,"0.00384",True,
"651",Maiz,"2015","8",Buenos Aires,Zona 2,"0.00311",True,
"652",Maiz,"2016","8",Buenos Aires,Zona 2,"0.0058020500000000004",True,
"653",Maiz,"2017","8",Buenos Aires,Zona 2,"0.006992860000000002",True,
"654",Maiz,"2018","8",Buenos Aires,Zona 2,"0.00641",True,
"655",Maiz,"2019","8",Buenos Aires,Zona 2,"0.00015",True,
"656",Maiz,"2020","8",Buenos Aires,Zona 2,"0.001154",True,
"657",Maiz,"2015","9",Buenos Aires,Zona 2,"0.003697",True,
"658",Maiz,"2016","9",Buenos Aires,Zona 2,"0.00425",True,
"659",Maiz,"2017","9",Buenos Aires,Zona 2,"0.0022126199999999998",True,
"660",Maiz,"2018","9",Buenos Aires,Zona 2,"0.002725",True,
"661",Maiz,"2019","9",Buenos Aires,Zona 2,"0.00086",True,
"662",Maiz,"2015","10",Buenos Aires,Zona 2,"0.00637",True,
"663",Maiz,"2016","10",Buenos Aires,Zona 2,"0.002017",True,
"664",Maiz,"2017","10",Buenos Aires,Zona 2,"0.00189008",True,
"665",Maiz,"2018","10",Buenos Aires,Zona 2,"0.00053535",True,
"666",Maiz,"2019","10",Buenos Aires,Zona 2,"0.01178",True,
"667",Maiz,"2017","10",Buenos Aires,Zona 2,"0.0003",True,
"668",Maiz,"2015","11",Buenos Aires,Zona 2,"0.00212",True,
"669",Maiz,"2016","11",Buenos Aires,Zona 2,"0.001487",True,
"670",Maiz,"2017","11",Buenos Aires,Zona 2,"0.002860970000000001",True,
"671",Maiz,"2018","11",Buenos Aires,Zona 2,"0.0013835999999999998",True,
"672",Maiz,"2019","11",Buenos Aires,Zona 2,"0.0010681800000000002",True,
"673",Maiz,"2015","12",Buenos Aires,Zona 2,"0.002319",True,
"674",Maiz,"2016","12",Buenos Aires,Zona 2,"0.00145835",True,
"675",Maiz,"2017","12",Buenos Aires,Zona 2,"0.00105",True,
"676",Maiz,"2018","12",Buenos Aires,Zona 2,"0.004132799999999998",True,
"677",Maiz,"2019","12",Buenos Aires,Zona 2,"0.0016620699999999999",True,
"678",Maiz,"2016","2",Buenos Aires,Resto del País,"5.284e-05",True,
"679",Maiz,"2016","4",Buenos Aires,Resto del País,"3e-05",True,
"680",Maiz,"2017","5",Buenos Aires,Resto del País,"6e-05",True,
"681",Maiz,"2017","6",Buenos Aires,Resto del País,"0.0005",True,
"682",Maiz,"2015","7",Buenos Aires,Resto del País,"0.000625",True,
"683",Maiz,"2017","7",Buenos Aires,Resto del País,"0.0002",True,
"684",Maiz,"2019","7",Buenos Aires,Resto del País,"0.001",True,
"685",Maiz,"2016","8",Buenos Aires,Resto del País,"5.8e-05",True,
"686",Maiz,"2017","8",Buenos Aires,Resto del País,"0.00013534000000000002",True,
"687",Maiz,"2018","8",Buenos Aires,Resto del País,"0.00019112",True,
"688",Maiz,"2015","10",Buenos Aires,Resto del País,"3e-05",True,
"689",Maiz,"2018","10",Buenos Aires,Resto del País,"2.634e-05",True,
"690",Maiz,"2015","12",Buenos Aires,Resto del País,"0.00046581",True,
"691",Maiz,"2016","12",Buenos Aires,Resto del País,"0.0005544200000000002",True,
"692",Maiz,"2017","12",Buenos Aires,Resto del País,"0.0004",True,
"693",Maiz,"2016","1",Buenos Aires,Zona 3,"1.9079999999999997e-05",True,
"694",Maiz,"2017","1",Buenos Aires,Zona 3,"0.0001",True,
"695",Maiz,"2018","1",Buenos Aires,Zona 3,"6e-05",True,
"696",Maiz,"2019","1",Buenos Aires,Zona 3,"0.00023663999999999998",True,
"697",Maiz,"2015","2",Buenos Aires,Zona 3,"0.00142559",True,
"698",Maiz,"2016","2",Buenos Aires,Zona 3,"0.00181299",True,
"699",Maiz,"2017","2",Buenos Aires,Zona 3,"0.0008679",True,
"700",Maiz,"2018","2",Buenos Aires,Zona 3,"0.0014773599999999998",True,
"701",Maiz,"2019","2",Buenos Aires,Zona 3,"0.0028595",True,
"702",Maiz,"2020","2",Buenos Aires,Zona 3,"0.00012",True,
"703",Maiz,"2015","3",Buenos Aires,Zona 3,"8.221000000000003e-05",True,
"704",Maiz,"2016","3",Buenos Aires,Zona 3,"0.0021632499999999994",True,
